,Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),Category,Status,PR Link,Notes
655,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_3Test.testModuleTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
656,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_3Test.testPermissionsTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
657,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_3Test.testResources,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
658,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testDependencies,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
659,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testDeploy,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
660,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testExports,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
661,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testMake,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
662,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testModuleTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
663,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testPermissionsTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
664,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_5Test.testResources,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
665,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testDependencies,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
666,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testDeploy,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
667,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testExports,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
668,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testMake,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
669,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testModuleTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
670,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testPermissionsTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
671,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_6Test.testResources,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
672,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testDependencies,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
673,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testDeploy,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
674,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testExports,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
675,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testMake,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
676,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testModuleTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
677,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testPermissionsTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
678,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_7Test.testResources,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
679,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testDependencies,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
680,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testDeploy,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
681,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testExports,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
682,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testMake,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
683,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testModuleTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
684,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testPermissionsTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
685,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testProvidesTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
686,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_8Test.testResources,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
687,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testDependencies,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
688,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testDeploy,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
689,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testExports,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
690,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testMake,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
691,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testModuleTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
692,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testPermissionsTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
693,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testProvidesTag,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
694,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.extension.JBossModule1_9Test.testResources,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
696,https://github.com/zhurlik/gradle-jboss-modules-plugin,f50903d5dbc9be8901dfccdd0c09f9cf1b8933a7,.,com.github.zhurlik.task.TasksTest.greeterPluginAddsGreetingTaskToProject,ID,Accepted,https://github.com/zhurlik/gradle-jboss-modules-plugin/pull/7,
